data
"民法商法-证券法2019-12-28：第八十一条 发生可能对上市交易公司债券的交易价格产生较大影响的重大事件，投资者尚未得知时，公司应当立即将有关该重大事件的情况向国务院证券监督管理机构和证券交易场所报送临时报告，并予公告，说明事件的起因、目前的状态和可能产生的法律后果。,前款所称重大事件包括：,（一）公司股权结构或者生产经营状况发生重大变化；,（二）公司债券信用评级发生变化；,（三）公司重大资产抵押、质押、出售、转让、报废；,（四）公司发生未能清偿到期债务的情况；,（五）公司新增借款或者对外提供担保超过上年末净资产的百分之二十；,（六）公司放弃债权或者财产超过上年末净资产的百分之十；,（七）公司发生超过上年末净资产百分之十的重大损失；,（八）公司分配股利，作出减资、合并、分立、解散及申请破产的决定，或者依法进入破产程序、被责令关闭；,（九）涉及公司的重大诉讼、仲裁；,（十）公司涉嫌犯罪被依法立案调查，公司的控股股东、实际控制人、董事、监事、高级管理人员涉嫌犯罪被依法采取强制措施；,（十一）国务院证券监督管理机构规定的其他事项。"
"民法商法-海商法1992-11-07：第二十五条 船舶优先权先于船舶留置权受偿，船舶抵押权后于船舶留置权受偿。,前款所称船舶留置权，是指造船人、修船人在合同另一方未履行合同时，可以留置所占有的船舶，以保证造船费用或者修船费用得以偿还的权利。船舶留置权在造船人、修船人不再占有所造或者所修的船舶时消灭。"
"民法商法-海商法1992-11-07：第二百五十五条 发生保险事故后，保险人有权放弃对保险标的的权利，全额支付合同约定的保险赔偿，以解除对保险标的的义务。,保险人行使前款规定的权利，应当自收到被保险人有关赔偿损失的通知之日起的七日内通知被保险人；被保险人在收到通知前，为避免或者减少损失而支付的必要的合理费用，仍然应当由保险人偿还。"
"民法商法-企业破产法2006-08-27：第六十九条 管理人实施下列行为，应当及时报告债权人委员会：,（一）涉及土地、房屋等不动产权益的转让；,（二）探矿权、采矿权、知识产权等财产权的转让；,（三）全部库存或者营业的转让；,（四）借款；,（五）设定财产担保；,（六）债权和有价证券的转让；,（七）履行债务人和对方当事人均未履行完毕的合同；,（八）放弃权利；,（九）担保物的取回；,（十）对债权人利益有重大影响的其他财产处分行为。,未设立债权人委员会的，管理人实施前款规定的行为应当及时报告人民法院。"
"民法商法-企业破产法2006-08-27：第七十五条 在重整期间，对债务人的特定财产享有的担保权暂停行使。但是，担保物有损坏或者价值明显减少的可能，足以危害担保权人权利的，担保权人可以向人民法院请求恢复行使担保权。,在重整期间，债务人或者管理人为继续营业而借款的，可以为该借款设定担保。"
"民法商法-票据法2004-08-28：第十一条 因税收、继承、赠与可以依法无偿取得票据的，不受给付对价的限制。但是，所享有的票据权利不得优于其前手的权利。,前手是指在票据签章人或者持票人之前签章的其他票据债务人。"
民法商法-全民所有制工业企业法2009-08-27：第三十八条 企业必须保证产品质量和服务质量，对用户和消费者负责。
"民法商法-全民所有制工业企业法2009-08-27：第六十条 企业因生产、销售质量不合格的产品，给用户和消费者造成财产、人身损害的，应当承担赔偿责任；构成犯罪的，对直接责任人员依法追究刑事责任。,产品质量不符合经济合同约定的条件的，应当承担违约责任。"
"民法商法-消费者权益保护法2013-10-25：1993年10月31日 第八届全国人民代表大会常务委员会第四次会议通过,2009年8月27日 第十一届全国人民代表大会常务委员会第十次会议《关于修改部分法律的决定》第一次修正,2013年10月25日 第十二届全国人民代表大会常务委员会第五次会议《关于修改<中华人民共和国消费者权益保护法>的决定》第二次修正"
民法商法-消费者权益保护法2013-10-25：第一条 为保护消费者的合法权益，维护社会经济秩序，促进社会主义市场经济健康发展，制定本法。
民法商法-消费者权益保护法2013-10-25：第二条 消费者为生活消费需要购买、使用商品或者接受服务，其权益受本法保护；本法未作规定的，受其他有关法律、法规保护。
民法商法-消费者权益保护法2013-10-25：第三条 经营者为消费者提供其生产、销售的商品或者提供服务，应当遵守本法；本法未作规定的，应当遵守其他有关法律、法规。
民法商法-消费者权益保护法2013-10-25：第四条 经营者与消费者进行交易，应当遵循自愿、平等、公平、诚实信用的原则。
"民法商法-消费者权益保护法2013-10-25：第五条 国家保护消费者的合法权益不受侵害。,国家采取措施，保障消费者依法行使权利，维护消费者的合法权益。,国家倡导文明、健康、节约资源和保护环境的消费方式，反对浪费。"
"民法商法-消费者权益保护法2013-10-25：第六条 保护消费者的合法权益是全社会的共同责任。,国家鼓励、支持一切组织和个人对损害消费者合法权益的行为进行社会监督。,大众传播媒介应当做好维护消费者合法权益的宣传，对损害消费者合法权益的行为进行舆论监督。"
"民法商法-消费者权益保护法2013-10-25：第七条 消费者在购买、使用商品和接受服务时享有人身、财产安全不受损害的权利。,消费者有权要求经营者提供的商品和服务，符合保障人身、财产安全的要求。"
"民法商法-消费者权益保护法2013-10-25：第八条 消费者享有知悉其购买、使用的商品或者接受的服务的真实情况的权利。,消费者有权根据商品或者服务的不同情况，要求经营者提供商品的价格、产地、生产者、用途、性能、规格、等级、主要成份、生产日期、有效期限、检验合格证明、使用方法说明书、售后服务，或者服务的内容、规格、费用等有关情况。"
"民法商法-消费者权益保护法2013-10-25：第九条 消费者享有自主选择商品或者服务的权利。,消费者有权自主选择提供商品或者服务的经营者，自主选择商品品种或者服务方式，自主决定购买或者不购买任何一种商品、接受或者不接受任何一项服务。,消费者在自主选择商品或者服务时，有权进行比较、鉴别和挑选。"
"民法商法-消费者权益保护法2013-10-25：第十条 消费者享有公平交易的权利。,消费者在购买商品或者接受服务时，有权获得质量保障、价格合理、计量正确等公平交易条件，有权拒绝经营者的强制交易行为。"
民法商法-消费者权益保护法2013-10-25：第十一条 消费者因购买、使用商品或者接受服务受到人身、财产损害的，享有依法获得赔偿的权利。
民法商法-消费者权益保护法2013-10-25：第十二条 消费者享有依法成立维护自身合法权益的社会组织的权利。
"民法商法-消费者权益保护法2013-10-25：第十三条 消费者享有获得有关消费和消费者权益保护方面的知识的权利。,消费者应当努力掌握所需商品或者服务的知识和使用技能，正确使用商品，提高自我保护意识。"
民法商法-消费者权益保护法2013-10-25：第十四条 消费者在购买、使用商品和接受服务时，享有人格尊严、民族风俗习惯得到尊重的权利，享有个人信息依法得到保护的权利。
"民法商法-消费者权益保护法2013-10-25：第十五条 消费者享有对商品和服务以及保护消费者权益工作进行监督的权利。,消费者有权检举、控告侵害消费者权益的行为和国家机关及其工作人员在保护消费者权益工作中的违法失职行为，有权对保护消费者权益工作提出批评、建议。"
"民法商法-消费者权益保护法2013-10-25：第十六条 经营者向消费者提供商品或者服务，应当依照本法和其他有关法律、法规的规定履行义务。,经营者和消费者有约定的，应当按照约定履行义务，但双方的约定不得违背法律、法规的规定。,经营者向消费者提供商品或者服务，应当恪守社会公德，诚信经营，保障消费者的合法权益；不得设定不公平、不合理的交易条件，不得强制交易。"
民法商法-消费者权益保护法2013-10-25：第十七条 经营者应当听取消费者对其提供的商品或者服务的意见，接受消费者的监督。
"民法商法-消费者权益保护法2013-10-25：第十八条 经营者应当保证其提供的商品或者服务符合保障人身、财产安全的要求。对可能危及人身、财产安全的商品和服务，应当向消费者作出真实的说明和明确的警示，并说明和标明正确使用商品或者接受服务的方法以及防止危害发生的方法。,宾馆、商场、餐馆、银行、机场、车站、港口、影剧院等经营场所的经营者，应当对消费者尽到安全保障义务。"
民法商法-消费者权益保护法2013-10-25：第十九条 经营者发现其提供的商品或者服务存在缺陷，有危及人身、财产安全危险的，应当立即向有关行政部门报告和告知消费者，并采取停止销售、警示、召回、无害化处理、销毁、停止生产或者服务等措施。采取召回措施的，经营者应当承担消费者因商品被召回支出的必要费用。
"民法商法-消费者权益保护法2013-10-25：第二十条 经营者向消费者提供有关商品或者服务的质量、性能、用途、有效期限等信息，应当真实、全面，不得作虚假或者引人误解的宣传。,经营者对消费者就其提供的商品或者服务的质量和使用方法等问题提出的询问，应当作出真实、明确的答复。,经营者提供商品或者服务应当明码标价。"
"民法商法-消费者权益保护法2013-10-25：第二十一条 经营者应当标明其真实名称和标记。,租赁他人柜台或者场地的经营者，应当标明其真实名称和标记。"
民法商法-消费者权益保护法2013-10-25：第二十二条 经营者提供商品或者服务，应当按照国家有关规定或者商业惯例向消费者出具发票等购货凭证或者服务单据；消费者索要发票等购货凭证或者服务单据的，经营者必须出具。
"民法商法-消费者权益保护法2013-10-25：第二十三条 经营者应当保证在正常使用商品或者接受服务的情况下其提供的商品或者服务应当具有的质量、性能、用途和有效期限；但消费者在购买该商品或者接受该服务前已经知道其存在瑕疵，且存在该瑕疵不违反法律强制性规定的除外。,经营者以广告、产品说明、实物样品或者其他方式表明商品或者服务的质量状况的，应当保证其提供的商品或者服务的实际质量与表明的质量状况相符。,经营者提供的机动车、计算机、电视机、电冰箱、空调器、洗衣机等耐用商品或者装饰装修等服务，消费者自接受商品或者服务之日起六个月内发现瑕疵，发生争议的，由经营者承担有关瑕疵的举证责任。"
"民法商法-消费者权益保护法2013-10-25：第二十四条 经营者提供的商品或者服务不符合质量要求的，消费者可以依照国家规定、当事人约定退货，或者要求经营者履行更换、修理等义务。没有国家规定和当事人约定的，消费者可以自收到商品之日起七日内退货；七日后符合法定解除合同条件的，消费者可以及时退货，不符合法定解除合同条件的，可以要求经营者履行更换、修理等义务。,依照前款规定进行退货、更换、修理的，经营者应当承担运输等必要费用。"
"民法商法-消费者权益保护法2013-10-25：第二十五条 经营者采用网络、电视、电话、邮购等方式销售商品，消费者有权自收到商品之日起七日内退货，且无需说明理由，但下列商品除外:,（一）消费者定作的；,（二）鲜活易腐的；,（三）在线下载或者消费者拆封的音像制品、计算机软件等数字化商品；,（四）交付的报纸、期刊。,除前款所列商品外，其他根据商品性质并经消费者在购买时确认不宜退货的商品，不适用无理由退货。,消费者退货的商品应当完好。经营者应当自收到退回商品之日起七日内返还消费者支付的商品价款。退回商品的运费由消费者承担；经营者和消费者另有约定的，按照约定。"
"民法商法-消费者权益保护法2013-10-25：第二十六条 经营者在经营活动中使用格式条款的，应当以显著方式提请消费者注意商品或者服务的数量和质量、价款或者费用、履行期限和方式、安全注意事项和风险警示、售后服务、民事责任等与消费者有重大利害关系的内容，并按照消费者的要求予以说明。,经营者不得以格式条款、通知、声明、店堂告示等方式，作出排除或者限制消费者权利、减轻或者免除经营者责任、加重消费者责任等对消费者不公平、不合理的规定，不得利用格式条款并借助技术手段强制交易。,格式条款、通知、声明、店堂告示等含有前款所列内容的，其内容无效。"
民法商法-消费者权益保护法2013-10-25：第二十七条 经营者不得对消费者进行侮辱、诽谤，不得搜查消费者的身体及其携带的物品，不得侵犯消费者的人身自由。
民法商法-消费者权益保护法2013-10-25：第二十八条 采用网络、电视、电话、邮购等方式提供商品或者服务的经营者，以及提供证券、保险、银行等金融服务的经营者，应当向消费者提供经营地址、联系方式、商品或者服务的数量和质量、价款或者费用、履行期限和方式、安全注意事项和风险警示、售后服务、民事责任等信息。
"民法商法-消费者权益保护法2013-10-25：第二十九条 经营者收集、使用消费者个人信息，应当遵循合法、正当、必要的原则，明示收集、使用信息的目的、方式和范围，并经消费者同意。经营者收集、使用消费者个人信息，应当公开其收集、使用规则，不得违反法律、法规的规定和双方的约定收集、使用信息。,经营者及其工作人员对收集的消费者个人信息必须严格保密，不得泄露、出售或者非法向他人提供。经营者应当采取技术措施和其他必要措施，确保信息安全，防止消费者个人信息泄露、丢失。在发生或者可能发生信息泄露、丢失的情况时，应当立即采取补救措施。,经营者未经消费者同意或者请求，或者消费者明确表示拒绝的，不得向其发送商业性信息。"
民法商法-消费者权益保护法2013-10-25：第三十条 国家制定有关消费者权益的法律、法规、规章和强制性标准，应当听取消费者和消费者协会等组织的意见。
"民法商法-消费者权益保护法2013-10-25：第三十一条 各级人民政府应当加强领导，组织、协调、督促有关行政部门做好保护消费者合法权益的工作，落实保护消费者合法权益的职责。,各级人民政府应当加强监督，预防危害消费者人身、财产安全行为的发生，及时制止危害消费者人身、财产安全的行为。"
"民法商法-消费者权益保护法2013-10-25：第三十二条 各级人民政府工商行政管理部门和其他有关行政部门应当依照法律、法规的规定，在各自的职责范围内，采取措施，保护消费者的合法权益。,有关行政部门应当听取消费者和消费者协会等组织对经营者交易行为、商品和服务质量问题的意见，及时调查处理。"
"民法商法-消费者权益保护法2013-10-25：第三十三条 有关行政部门在各自的职责范围内，应当定期或者不定期对经营者提供的商品和服务进行抽查检验，并及时向社会公布抽查检验结果。,有关行政部门发现并认定经营者提供的商品或者服务存在缺陷，有危及人身、财产安全危险的，应当立即责令经营者采取停止销售、警示、召回、无害化处理、销毁、停止生产或者服务等措施。"
民法商法-消费者权益保护法2013-10-25：第三十四条 有关国家机关应当依照法律、法规的规定，惩处经营者在提供商品和服务中侵害消费者合法权益的违法犯罪行为。
民法商法-消费者权益保护法2013-10-25：第三十五条 人民法院应当采取措施，方便消费者提起诉讼。对符合《中华人民共和国民事诉讼法》起诉条件的消费者权益争议，必须受理，及时审理。
民法商法-消费者权益保护法2013-10-25：第三十六条 消费者协会和其他消费者组织是依法成立的对商品和服务进行社会监督的保护消费者合法权益的社会组织。
"民法商法-消费者权益保护法2013-10-25：第三十七条 消费者协会履行下列公益性职责:,（一）向消费者提供消费信息和咨询服务，提高消费者维护自身合法权益的能力，引导文明、健康、节约资源和保护环境的消费方式；,（二）参与制定有关消费者权益的法律、法规、规章和强制性标准；,（三）参与有关行政部门对商品和服务的监督、检查；,（四）就有关消费者合法权益的问题，向有关部门反映、查询，提出建议；,（五）受理消费者的投诉，并对投诉事项进行调查、调解；,（六）投诉事项涉及商品和服务质量问题的，可以委托具备资格的鉴定人鉴定，鉴定人应当告知鉴定意见；,（七）就损害消费者合法权益的行为，支持受损害的消费者提起诉讼或者依照本法提起诉讼；,（八）对损害消费者合法权益的行为，通过大众传播媒介予以揭露、批评。,各级人民政府对消费者协会履行职责应当予以必要的经费等支持。,消费者协会应当认真履行保护消费者合法权益的职责，听取消费者的意见和建议，接受社会监督。,依法成立的其他消费者组织依照法律、法规及其章程的规定，开展保护消费者合法权益的活动。"
民法商法-消费者权益保护法2013-10-25：第三十八条 消费者组织不得从事商品经营和营利性服务，不得以收取费用或者其他牟取利益的方式向消费者推荐商品和服务。
"民法商法-消费者权益保护法2013-10-25：第三十九条 消费者和经营者发生消费者权益争议的，可以通过下列途径解决:,（一）与经营者协商和解；,（二）请求消费者协会或者依法成立的其他调解组织调解；,（三）向有关行政部门投诉；,（四）根据与经营者达成的仲裁协议提请仲裁机构仲裁；,（五）向人民法院提起诉讼。"
"民法商法-消费者权益保护法2013-10-25：第四十条 消费者在购买、使用商品时，其合法权益受到损害的，可以向销售者要求赔偿。销售者赔偿后，属于生产者的责任或者属于向销售者提供商品的其他销售者的责任的，销售者有权向生产者或者其他销售者追偿。,消费者或者其他受害人因商品缺陷造成人身、财产损害的，可以向销售者要求赔偿，也可以向生产者要求赔偿。属于生产者责任的，销售者赔偿后，有权向生产者追偿。属于销售者责任的，生产者赔偿后，有权向销售者追偿。,消费者在接受服务时，其合法权益受到损害的，可以向服务者要求赔偿。"
民法商法-消费者权益保护法2013-10-25：第四十一条 消费者在购买、使用商品或者接受服务时，其合法权益受到损害，因原企业分立、合并的，可以向变更后承受其权利义务的企业要求赔偿。
民法商法-消费者权益保护法2013-10-25：第四十二条 使用他人营业执照的违法经营者提供商品或者服务，损害消费者合法权益的，消费者可以向其要求赔偿，也可以向营业执照的持有人要求赔偿。
民法商法-消费者权益保护法2013-10-25：第四十三条 消费者在展销会、租赁柜台购买商品或者接受服务，其合法权益受到损害的，可以向销售者或者服务者要求赔偿。展销会结束或者柜台租赁期满后，也可以向展销会的举办者、柜台的出租者要求赔偿。展销会的举办者、柜台的出租者赔偿后，有权向销售者或者服务者追偿。
"民法商法-消费者权益保护法2013-10-25：第四十四条 消费者通过网络交易平台购买商品或者接受服务，其合法权益受到损害的，可以向销售者或者服务者要求赔偿。网络交易平台提供者不能提供销售者或者服务者的真实名称、地址和有效联系方式的，消费者也可以向网络交易平台提供者要求赔偿；网络交易平台提供者作出更有利于消费者的承诺的，应当履行承诺。网络交易平台提供者赔偿后，有权向销售者或者服务者追偿。,网络交易平台提供者明知或者应知销售者或者服务者利用其平台侵害消费者合法权益，未采取必要措施的，依法与该销售者或者服务者承担连带责任。"
"民法商法-消费者权益保护法2013-10-25：第四十五条 消费者因经营者利用虚假广告或者其他虚假宣传方式提供商品或者服务，其合法权益受到损害的，可以向经营者要求赔偿。广告经营者、发布者发布虚假广告的，消费者可以请求行政主管部门予以惩处。广告经营者、发布者不能提供经营者的真实名称、地址和有效联系方式的，应当承担赔偿责任。,广告经营者、发布者设计、制作、发布关系消费者生命健康商品或者服务的虚假广告，造成消费者损害的，应当与提供该商品或者服务的经营者承担连带责任。,社会团体或者其他组织、个人在关系消费者生命健康商品或者服务的虚假广告或者其他虚假宣传中向消费者推荐商品或者服务，造成消费者损害的，应当与提供该商品或者服务的经营者承担连带责任。"
民法商法-消费者权益保护法2013-10-25：第四十六条 消费者向有关行政部门投诉的，该部门应当自收到投诉之日起七个工作日内，予以处理并告知消费者。
民法商法-消费者权益保护法2013-10-25：第四十七条 对侵害众多消费者合法权益的行为，中国消费者协会以及在省、自治区、直辖市设立的消费者协会，可以向人民法院提起诉讼。
"民法商法-消费者权益保护法2013-10-25：第四十八条 经营者提供商品或者服务有下列情形之一的，除本法另有规定外，应当依照其他有关法律、法规的规定，承担民事责任:,（一）商品或者服务存在缺陷的；,（二）不具备商品应当具备的使用性能而出售时未作说明的；,（三）不符合在商品或者其包装上注明采用的商品标准的；,（四）不符合商品说明、实物样品等方式表明的质量状况的；,（五）生产国家明令淘汰的商品或者销售失效、变质的商品的；,（六）销售的商品数量不足的；,（七）服务的内容和费用违反约定的；,（八）对消费者提出的修理、重作、更换、退货、补足商品数量、退还货款和服务费用或者赔偿损失的要求，故意拖延或者无理拒绝的；,（九）法律、法规规定的其他损害消费者权益的情形。,经营者对消费者未尽到安全保障义务，造成消费者损害的，应当承担侵权责任。"
民法商法-消费者权益保护法2013-10-25：第四十九条 经营者提供商品或者服务，造成消费者或者其他受害人人身伤害的，应当赔偿医疗费、护理费、交通费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿残疾生活辅助具费和残疾赔偿金。造成死亡的，还应当赔偿丧葬费和死亡赔偿金。
民法商法-消费者权益保护法2013-10-25：第五十条 经营者侵害消费者的人格尊严、侵犯消费者人身自由或者侵害消费者个人信息依法得到保护的权利的，应当停止侵害、恢复名誉、消除影响、赔礼道歉，并赔偿损失。
民法商法-消费者权益保护法2013-10-25：第五十一条 经营者有侮辱诽谤、搜查身体、侵犯人身自由等侵害消费者或者其他受害人人身权益的行为，造成严重精神损害的，受害人可以要求精神损害赔偿。
民法商法-消费者权益保护法2013-10-25：第五十二条 经营者提供商品或者服务，造成消费者财产损害的，应当依照法律规定或者当事人约定承担修理、重作、更换、退货、补足商品数量、退还货款和服务费用或者赔偿损失等民事责任。
民法商法-消费者权益保护法2013-10-25：第五十三条 经营者以预收款方式提供商品或者服务的，应当按照约定提供。未按照约定提供的，应当按照消费者的要求履行约定或者退回预付款；并应当承担预付款的利息、消费者必须支付的合理费用。
民法商法-消费者权益保护法2013-10-25：第五十四条 依法经有关行政部门认定为不合格的商品，消费者要求退货的，经营者应当负责退货。
"民法商法-消费者权益保护法2013-10-25：第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；增加赔偿的金额不足五百元的，为五百元。法律另有规定的，依照其规定。,经营者明知商品或者服务存在缺陷，仍然向消费者提供，造成消费者或者其他受害人死亡或者健康严重损害的，受害人有权要求经营者依照本法第四十九条、第五十一条等法律规定赔偿损失，并有权要求所受损失二倍以下的惩罚性赔偿。"
"民法商法-消费者权益保护法2013-10-25：第五十六条 经营者有下列情形之一，除承担相应的民事责任外，其他有关法律、法规对处罚机关和处罚方式有规定的，依照法律、法规的规定执行；法律、法规未作规定的，由工商行政管理部门或者其他有关行政部门责令改正，可以根据情节单处或者并处警告、没收违法所得、处以违法所得一倍以上十倍以下的罚款，没有违法所得的，处以五十万元以下的罚款；情节严重的，责令停业整顿、吊销营业执照:,（一）提供的商品或者服务不符合保障人身、财产安全要求的；,（二）在商品中掺杂、掺假，以假充真，以次充好，或者以不合格商品冒充合格商品的；,（三）生产国家明令淘汰的商品或者销售失效、变质的商品的；,（四）伪造商品的产地，伪造或者冒用他人的厂名、厂址，篡改生产日期，伪造或者冒用认证标志等质量标志的；,（五）销售的商品应当检验、检疫而未检验、检疫或者伪造检验、检疫结果的；,（六）对商品或者服务作虚假或者引人误解的宣传的；,（七）拒绝或者拖延有关行政部门责令对缺陷商品或者服务采取停止销售、警示、召回、无害化处理、销毁、停止生产或者服务等措施的；,（八）对消费者提出的修理、重作、更换、退货、补足商品数量、退还货款和服务费用或者赔偿损失的要求，故意拖延或者无理拒绝的；,（九）侵害消费者人格尊严、侵犯消费者人身自由或者侵害消费者个人信息依法得到保护的权利的；,（十）法律、法规规定的对损害消费者权益应当予以处罚的其他情形。,经营者有前款规定情形的，除依照法律、法规规定予以处罚外，处罚机关应当记入信用档案，向社会公布。"
民法商法-消费者权益保护法2013-10-25：第五十七条 经营者违反本法规定提供商品或者服务，侵害消费者合法权益，构成犯罪的，依法追究刑事责任。
民法商法-消费者权益保护法2013-10-25：第五十八条 经营者违反本法规定，应当承担民事赔偿责任和缴纳罚款、罚金，其财产不足以同时支付的，先承担民事赔偿责任。
民法商法-消费者权益保护法2013-10-25：第五十九条 经营者对行政处罚决定不服的，可以依法申请行政复议或者提起行政诉讼。
民法商法-消费者权益保护法2013-10-25：第六十条 以暴力、威胁等方法阻碍有关行政部门工作人员依法执行职务的，依法追究刑事责任；拒绝、阻碍有关行政部门工作人员依法执行职务，未使用暴力、威胁方法的，由公安机关依照《中华人民共和国治安管理处罚法》的规定处罚。
民法商法-消费者权益保护法2013-10-25：第六十一条 国家机关工作人员玩忽职守或者包庇经营者侵害消费者合法权益的行为的，由其所在单位或者上级机关给予行政处分；情节严重，构成犯罪的，依法追究刑事责任。
民法商法-消费者权益保护法2013-10-25：第六十二条 农民购买、使用直接用于农业生产的生产资料，参照本法执行。
"民法商法-合伙企业法2006-08-27：第五十条 合伙人死亡或者被依法宣告死亡的，对该合伙人在合伙企业中的财产份额享有合法继承权的继承人，按照合伙协议的约定或者经全体合伙人一致同意，从继承开始之日起，取得该合伙企业的合伙人资格。,有下列情形之一的，合伙企业应当向合伙人的继承人退还被继承合伙人的财产份额：,（一）继承人不愿意成为合伙人；,（二）法律规定或者合伙协议约定合伙人必须具有相关资格，而该继承人未取得该资格；,（三）合伙协议约定不能成为合伙人的其他情形。,合伙人的继承人为无民事行为能力人或者限制民事行为能力人的，经全体合伙人一致同意，可以依法成为有限合伙人，普通合伙企业依法转为有限合伙企业。全体合伙人未能一致同意的，合伙企业应当将被继承合伙人的财产份额退还该继承人。"
民法商法-合伙企业法2006-08-27：第八十条 作为有限合伙人的自然人死亡、被依法宣告死亡或者作为有限合伙人的法人及其他组织终止时，其继承人或者权利承受人可以依法取得该有限合伙人在有限合伙企业中的资格。
"民法商法-农村土地承包法2018-12-29：第三十二条 承包人应得的承包收益，依照继承法的规定继承。,林地承包的承包人死亡，其继承人可以在承包期内继续承包。"
民法商法-农村土地承包法2018-12-29：第五十四条 依照本章规定通过招标、拍卖、公开协商等方式取得土地经营权的，该承包人死亡，其应得的承包收益，依照继承法的规定继承；在承包期内，其继承人可以继续承包。
"民法商法-保险法2015-04-24：第三十一条 投保人对下列人员具有保险利益:,（一）本人；,（二）配偶、子女、父母；,（三）前项以外与投保人有抚养、赡养或者扶养关系的家庭其他成员、近亲属；,（四）与投保人有劳动关系的劳动者。,除前款规定外，被保险人同意投保人为其订立合同的，视为投保人对被保险人具有保险利益。,订立合同时，投保人对被保险人不具有保险利益的，合同无效。"
"民法商法-保险法2015-04-24：第三十九条 人身保险的受益人由被保险人或者投保人指定。,投保人指定受益人时须经被保险人同意。投保人为与其有劳动关系的劳动者投保人身保险，不得指定被保险人及其近亲属以外的人为受益人。,被保险人为无民事行为能力人或者限制民事行为能力人的，可以由其监护人指定受益人。"
"民法商法-保险法2015-04-24：第四十二条 被保险人死亡后，有下列情形之一的，保险金作为被保险人的遗产，由保险人依照《中华人民共和国继承法》的规定履行给付保险金的义务:,（一）没有指定受益人，或者受益人指定不明无法确定的；,（二）受益人先于被保险人死亡，没有其他受益人的；,（三）受益人依法丧失受益权或者放弃受益权，没有其他受益人的。,受益人与被保险人在同一事件中死亡，且不能确定死亡先后顺序的，推定受益人死亡在先。"
民法商法-电子商务法2018-08-31：第五条 电子商务经营者从事经营活动，应当遵循自愿、平等、公平、诚信的原则，遵守法律和商业道德，公平参与市场竞争，履行消费者权益保护、环境保护、知识产权保护、网络安全与个人信息保护等方面的义务，承担产品和服务质量责任，接受政府和社会的监督。
民法商法-电子商务法2018-08-31：第七条 国家建立符合电子商务特点的协同管理体系，推动形成有关部门、电子商务行业组织、电子商务经营者、消费者等共同参与的电子商务市场治理体系。
